,Event.Id,Investigation.Type,Event.Date,Latitude,Longitude,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status
65434,20080925X01532,Accident,2008-09-24,033540S,0150420E,,Fatal,Substantial,Airplane,Liberty Aerospace Inc.,Xl-2,UNK,UNK,NUSN,UNK,1.0,0.0,0.0,0.0,VMC,Unknown,
65435,20081004X12045,Accident,2008-09-24,401647N,0083653W,Delaware Municipal,Fatal,Substantial,Airplane,Flight Design Gmbh,Ctsw,1,UNK,Part 91: General Aviation,Instructional,0.0,1.0,0.0,0.0,VMC,Unknown,The student pilot's failure to maintain directional control during landing.
65438,20081004X12024,Accident,2008-09-25,038220N,0785737W,Bridgewater Air Park,Fatal,Substantial,Airplane,Beech,A200,2,Turbo Prop,Part 91: General Aviation,Flight Test,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's decision to land with a tailwind on a short, wet runway, resulting in landing long and runway overrun. Contributing to the accident was the operators lack of standard operating procedures for test flights."
65446,20081001X14514,Accident,2008-09-27,412522N,0703934W,Martha's Vineyard,Fatal,Destroyed,Airplane,Cessna,402,2,Reciprocating,Part 91: General Aviation,Positioning,1.0,0.0,0.0,0.0,IMC,Unknown,A loss of aircraft control due to spatial disorientation.
65455,20081004X12039,Accident,2008-09-28,042353N,0705458W,Beverly Municipal Airport,Fatal,Substantial,Airplane,Piper,Pa 28-161,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,3.0,IMC,Unknown,An inadvertent collision with a deer while landing.
65458,20081004X12055,Accident,2008-09-28,040718N,0761746W,Lancaster Airport,Fatal,Substantial,Airplane,Diamond Aircraft Ind Inc,Da42,2,UNK,Part 91: General Aviation,Positioning,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's improper flare which resulted in a hard landing. Contributing to the accident was the pilot's lack of experience in the accident airplane make and model.
65461,20081007X83950,Accident,2008-09-28,394150N,0835925W,Greene County,Fatal,Substantial,Airplane,North American,Harvard Mk,1,Reciprocating,Part 91: General Aviation,Positioning,0.0,1.0,0.0,1.0,VMC,Unknown,Improper maintenance on the tail wheel anti-shimmy mechanism and the pilot's decision to continue operating the airplane with a known shimmy in the tail wheel.
65463,20081024X25909,Accident,2008-09-28,601926N,0015030W,,Fatal,Substantial,Airplane,De Havilland,Beaver Dhc,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's failure to maintain separation from a tree during the landing roll at an off-airport site.
65464,20081004X12028,Accident,2008-09-29,039810N,0106137W,Lake County Airport,Fatal,Substantial,Airplane,Cessna,R172K,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,3.0,0.0,0.0,VMC,Unknown,The flight instructor's failure to maintain control of the airplane while maneuvering at low altitude.
65465,20081016X64429,Accident,2008-09-29,364634N,0119435W,Fresno,Fatal,Substantial,Airplane,Piper,Pa-31-350,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot misjudged the flare resulting in a hard landing.
65473,20081006X60633,Accident,2008-10-01,335219N,1175847W,Fullerton Municipal Airport,Fatal,Substantial,Airplane,Cessna,172S,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,1.0,0.0,VMC,Unknown,The pilot's failure to follow the takeoff checklist and verify the proper flap setting before takeoff.
65474,20081010X34908,Accident,2008-10-01,474614N,0096362W,Crookston Muni,Fatal,Substantial,Airplane,Piper,Pa-28-161,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilot's failure to maintain directional control during landing.  A contributing factor was the student pilot's limited flight experience.  Additional factors were the presence of the ditch adjacent to the runway and the resulting collapse of the left main landing gear.
65477,20081219X65313,Incident,2008-10-01,415321N,0873713W,Chicago Midway,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,0.0,133.0,UNK,Unknown,The right nose landing gear axle's failure from intergranular and fatigue cracking due to an earlier bearing failure.
65479,20081008X80956,Accident,2008-10-02,613452N,0150281W,,Fatal,Substantial,Airplane,Piper,Pa-18,1,Reciprocating,Part 91: General Aviation,Other Work Use,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's excessive application of the brakes during the landing roll, which resulted in the airplane nosing over."
65480,20081020X72910,Accident,2008-10-02,,1025219E,Bangkok International Airport,Fatal,Unknown,Airplane,Boeing,747,4,UNK,NUSC,UNK,0.0,13.0,1.0,151.0,UNK,Unknown,
65481,20081006X20027,Accident,2008-10-03,402614N,1043759W,Greeley/Weld County Airport,Fatal,Substantial,Airplane,Luscombe,8A,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's failure to maintain directional control during the landing roll resulting in a ground loop. Contributing to the accident was the lack of remedial action from the flight instructor.
65483,20081007X43747,Accident,2008-10-03,385325N,0090246W,St Louis Regional,Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilot's failure to maintain directional control during landing.  A contributing factor was the presence of the sign struck during the runway excursion.
65495,20081009X10635,Accident,2008-10-06,383943N,0090397W,Spirit of St. Louis Airport,Fatal,Substantial,Airplane,Cessna,180A,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,The flight instructor's failure to maintain directional control during the landing.
65496,20081014X03931,Accident,2008-10-06,016590N,0096430W,Xoxocotlan International Airpo,Fatal,Destroyed,Airplane,Cessna,421,2,Reciprocating,NUSN,Business,2.0,0.0,0.0,0.0,UNK,Unknown,
65502,20081015X50709,Accident,2008-10-07,414723N,0723223W,Hartford-Brainard,Fatal,Substantial,Airplane,Cessna,182T,1,Reciprocating,Part 91: General Aviation,Ferry,0.0,0.0,0.0,1.0,VMC,Unknown,The in-flight collision with a bird.
65504,20081031X50731,Accident,2008-10-07,022140S,0011450E,,Fatal,Minor,Airplane,Airbus,A330,2,UNK,NUSC,UNK,0.0,0.0,22.0,293.0,UNK,Unknown,
65505,20081008X03146,Accident,2008-10-08,034210N,0118401W,,Fatal,Substantial,Airplane,Iniziative Industriali Italian,Sky Arrow 600,1,Reciprocating,Part 91: General Aviation,Instructional,1.0,0.0,1.0,0.0,VMC,Unknown,The pilot's failure to maintain aircraft control during a low-altitude maneuver. Contributing to the accident was the pilot's decision to perform a maneuver at a low altitude that was insufficient to allow him to recover from the loss of control. Contributing to the occupants injuries was the inadequacy of the restraint system design by the manufacturer.
65508,20081009X70534,Accident,2008-10-08,604647N,1615017W,Bethel,Fatal,Substantial,Airplane,Cessna,208B,1,Turbo Prop,Part 135: Air Taxi & Commuter,UNK,0.0,1.0,0.0,17.0,VMC,Unknown,The failure of both pilots to maintain adequate clearance/distance from each other at the taxiway intersection to avoid a collision. Contributing to the accident was a lack of clear and concise instruction to either airplane by the ground controller to preclude them from entering the taxiway intersection at the same time.
65512,20081009X71752,Accident,2008-10-09,605025N,1521051W,,Fatal,Substantial,Airplane,Cessna,A185F,1,Reciprocating,Part 91: General Aviation,Public Aircraft - State,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain clearance from high vegetation while taxiing after landing.
65514,20081010X52811,Accident,2008-10-09,303613N,0852915W,,Fatal,Substantial,Airplane,Velocity Inc,Se-Fg,1,Reciprocating,Part 91: General Aviation,Ferry,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's inadequate in-flight fuel planning, resulting in loss of engine power due to fuel exhaustion."
65528,20081012X90112,Accident,2008-10-12,035372N,0106522W,Santa Fe Municipal,Fatal,Substantial,Airplane,Cessna,170,1,UNK,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,The flight instructor's delay in taking timely control of the airplane. Contributing to the accident was the crosswind.
65529,20081014X20813,Accident,2008-10-12,365024N,0115529W,Sierra Sky Park Airport,Fatal,Substantial,Airplane,Piper,Pa-38-112,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,1.0,0.0,0.0,VMC,Unknown,The pilot's failure to maintain a proper glide path while on final approach.
65533,20081015X60032,Accident,2008-10-14,453150N,1224045W,Portland,Fatal,Substantial,Airplane,Piper,Pa-31-350,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,1.0,VMC,Unknown,An in-flight engine fire due to the fatigue fracture of an exhaust pipe that resulted from a failure of the pipe's slip joint.
65534,20081015X70300,Accident,2008-10-14,312230N,0087100W,,Fatal,Substantial,Airplane,Piper,Pa-28-140,1,Reciprocating,Part 91: General Aviation,Aerial Observation,0.0,2.0,0.0,0.0,VMC,Unknown,Fuel exhaustion due to the pilot's inadequate preflight planning.
65542,20081105X55127,Accident,2008-10-16,,,"Maiquetia, Simon Bolivar",Fatal,Substantial,Airplane,Boeing,737,2,UNK,NUSC,UNK,0.0,0.0,0.0,55.0,IMC,Unknown,.
65543,20081018X14705,Accident,2008-10-17,,,Del Norte International,Fatal,Destroyed,Airplane,Cessna,402,2,Reciprocating,NUSN,UNK,3.0,0.0,0.0,0.0,VMC,Unknown,
65546,20081020X05927,Accident,2008-10-18,342811N,0101181W,,Fatal,Substantial,Airplane,Piper,Pa-36-285,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,1.0,0.0,VMC,Unknown,The pilot's failure to maintain clearance from a transmission wire.
65549,20100304X92243,Incident,2008-10-18,,,"Nicola Tesla, Belgrade, Serbia",Fatal,Minor,Airplane,Boeing,737,2,UNK,NUSC,UNK,0.0,0.0,0.0,189.0,UNK,Unknown,
65558,20081027X75039,Accident,2008-10-20,033267N,0112036W,Sky Harbor International,Fatal,Substantial,Airplane,Airbus,320,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,0.0,162.0,VMC,Unknown,The failure of the flightcrew to arrest an excessive sink rate during the flare for landing.
65559,20081021X51158,Accident,2008-10-21,035321N,0080270W,,Fatal,Substantial,Airplane,Moses Tim C,Quicksilver,1,Reciprocating,Part 91: General Aviation,Instructional,1.0,0.0,1.0,0.0,VMC,Unknown,A loss of engine power due to a fractured crankshaft.
65561,20081022X22919,Accident,2008-10-21,,,Pedro J. Mendez Airport,Fatal,Destroyed,Airplane,Cessna,310,2,Reciprocating,NUSN,Business,5.0,0.0,0.0,0.0,UNK,Unknown,
65563,20081022X80006,Accident,2008-10-22,302540N,0087423W,Foley Municipal Airport,Fatal,Substantial,Airplane,Cessna,175A,1,Reciprocating,Part 91: General Aviation,Positioning,0.0,0.0,1.0,0.0,VMC,Unknown,"The pilots failure to maintain adequate airspeed during initial climb, resulting in a stall and collision with terrain. Contributing to the accident was the pilots lack of recent experience."
65571,20081024X63646,Accident,2008-10-24,022232S,0049030W,,Fatal,Substantial,Airplane,Beech,100,2,UNK,Unknown,UNK,1.0,0.0,0.0,0.0,VMC,Unknown,None.
65589,20081125X90832,Accident,2008-10-28,,,,Fatal,Substantial,Airplane,Piper,Pa-34,2,UNK,NUSC,UNK,4.0,0.0,3.0,0.0,UNK,Unknown,
65590,20081219X65316,Incident,2008-10-28,,,Ngurah Rai Airport Bali,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
65595,20081031X40047,Accident,2008-10-30,332739N,1114342W,Falcon Field,Fatal,Substantial,Airplane,Cessna,421C,2,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,5.0,VMC,Unknown,The failure of the hydraulic landing gear extension systems due to a ruptured line.
65596,20081103X25921,Accident,2008-10-31,003703N,0119375W,Fresno International Airport,Fatal,Substantial,Airplane,Piper,Pa-38-112,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The student pilot's failure to execute a go-around in timely manner, which resulted in a collision with terrain.  Also causal was the instructor's inadequate supervision of the flight and delayed remedial actions."
65599,20081102X43844,Accident,2008-11-01,041949N,0073734W,Bridgeport/Sikorsky,Fatal,Substantial,Airplane,Grumman,Aa-5B,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's loss of directional control during landing and while suffering symptoms of vertigo.
65601,20081103X91911,Accident,2008-11-01,352610N,0823230W,Asheville Regional Airport,Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilots improper recovery from a bounced landing.
65603,20081104X90909,Accident,2008-11-01,060300N,0058150W,Cheddi Jagan International,Fatal,Unknown,Airplane,Beech,65A90,2,Turbo Prop,NUSN,Aerial Observation,3.0,0.0,0.0,0.0,UNK,Unknown,
65604,20081112X04958,Accident,2008-11-01,335841N,0835744W,Gwinnett County Airport,Fatal,Substantial,Airplane,Piper,Pa-44-180,2,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,The failure of the nose gear drag link bolt due to reversed bending fatigue.
65605,20081103X30231,Accident,2008-11-02,323811N,1103917W,San Manuel Airport,Fatal,Substantial,Airplane,Piper,Pa-22-135,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain lateral aircraft control that resulted in collision with terrain during landing.
65606,20081104X31228,Accident,2008-11-02,603229N,0165514W,Toksook Bay AIrport,Fatal,Substantial,Airplane,Construcciones Aeronauticas Sa,Casa-212,2,Turbo Prop,Part 135: Air Taxi & Commuter,UNK,0.0,2.0,0.0,0.0,VMC,Unknown,"The flight crews inability to adjust/increase power to the right engine during the landing approach due to an in-flight disconnect of the engine power control linkage, resulting in a loss of control of the airplane. Contributing to the accident was the flight crews delayed response in feathering the right engine propeller."
65609,20081107X02232,Accident,2008-11-02,354949N,0080627W,Hiatt Airport,Fatal,Substantial,Airplane,Fox Jack G,Mong Biwin,1,Reciprocating,Part 91: General Aviation,Flight Test,0.0,1.0,0.0,0.0,VMC,Unknown,The builders failure to set adequate propeller pitch during propeller installation.
65611,20081215X44659,Accident,2008-11-02,465524N,0152524E,Graz Airport,Fatal,Substantial,Airplane,Piper,34-200T,2,Reciprocating,NUSN,UNK,3.0,0.0,0.0,0.0,IMC,Unknown,"This investigation is under the jurisdiction and control of the Austrian government.  Any further information may be obtained from:

Federal Office of Transport
Accident investigation Branch, Department Aviation
Postfach 207, 1000 Wien
Lohnergasse 9, 1210 Wien
Austria

This report is for informational purposes only and contains only information released by, or obtained from, the AIB of Austria."
65612,20081104X41900,Accident,2008-11-03,030424N,0953317W,David Wayne Hooks Memorial,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,Failure of the student pilot to apply appropriate actions following a bounced landing.
65618,20081105X84415,Accident,2008-11-05,,,,Fatal,Destroyed,Airplane,Learjet,45,2,UNK,Unknown,UNK,8.0,0.0,0.0,0.0,UNK,Unknown,
65621,20081107X13829,Accident,2008-11-07,313527N,1101010W,Ft. Huachuca / Sierra Vista,Fatal,Substantial,Airplane,General Atomics,Mq-9,1,Turbo Prop,Public Use,Public Aircraft - Federal,0.0,0.0,0.0,7.0,VMC,Unknown,"the failure of the pilot to timely flare the aircraft to the appropriate attitude, likely associated with the different sight picture after switching cameras, resulting in a bounced landing; and the evaluator pilots lack of timely recognition and intervention. Contributing to the accident was the lack of standards and criteria in the Customs and Border Protection initial and recurrent training program for use of the MTS-B camera."
65625,20081107X83550,Accident,2008-11-07,029412N,0821459W,Gainesville Regional Airport,Fatal,Substantial,Airplane,Partenavia Spa,P.68C,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,3.0,0.0,0.0,0.0,IMC,Unknown,"The pilot's failure to maintain the proper glidepath during an instrument-landing-system (ILS) approach. Contributing to the accident were the pilot's decision to initiate the ILS approach with weather below the published minimums, and the pilot's self-induced pressure to expeditiously transport an organ recipient to a hospital."
